24.41.128.0,24.41.255.255,32768,02/02/11,
24.42.0.0,24.42.63.255,16384,02/05/08,
24.48.192.0,24.48.255.255,16384,22/01/10,
24.50.192.0,24.50.255.255,16384,10/05/10,
24.54.192.0,24.54.255.255,16384,07/01/09,
24.55.64.0,24.55.127.255,16384,16/04/09,
24.55.160.0,24.55.191.255,8192,12/11/08,
24.137.224.0,24.137.255.255,8192,05/03/12,
24.138.192.0,24.138.255.255,16384,16/11/05,
24.139.64.0,24.139.127.255,16384,08/08/07,
24.139.128.0,24.139.255.255,32768,05/01/06,
24.157.16.0,24.157.31.255,4096,10/01/12,
24.171.192.0,24.171.255.255,16384,24/08/07,
24.227.0.0,24.227.31.255,8192,14/09/09,
63.131.240.0,63.131.255.255,4096,06/08/09,
63.135.240.0,63.135.255.255,4096,10/08/07,
64.89.0.0,64.89.15.255,4096,18/03/09,
64.89.192.0,64.89.207.255,4096,14/10/10,
64.178.192.0,64.178.223.255,8192,04/09/02,
64.185.192.0,64.185.223.255,8192,28/08/01,
64.237.128.0,64.237.255.255,32768,18/06/04,
64.247.160.0,64.247.175.255,4096,08/08/06,
65.23.192.0,65.23.255.255,16384,18/03/03,
65.38.192.0,65.38.223.255,8192,10/06/02,
66.50.0.0,66.50.255.255,65536,29/11/00,
66.129.160.0,66.129.175.255,4096,02/01/03,
66.231.160.0,66.231.175.255,4096,14/02/02,
67.203.192.0,67.203.255.255,16384,08/10/07,
67.206.192.0,67.206.255.255,16384,10/01/08,
67.224.128.0,67.224.255.255,32768,30/10/07,
70.35.128.0,70.35.143.255,4096,25/03/09,
70.45.0.0,70.45.255.255,65536,30/11/05,
72.50.0.0,72.50.127.255,32768,05/07/05,
74.213.64.0,74.213.127.255,16384,13/12/06,
76.72.240.0,76.72.255.255,4096,23/07/10,
76.76.192.0,76.76.207.255,4096,04/05/07,
134.202.0.0,134.202.255.255,65536,19/07/89,
136.145.0.0,136.145.255.255,65536,29/08/89,
164.42.0.0,164.42.255.255,65536,27/10/92,
173.211.128.0,173.211.191.255,16384,06/10/09,
173.215.128.0,173.215.255.255,32768,12/01/10,
173.228.192.0,173.228.255.255,16384,09/02/11,
173.243.80.0,173.243.95.255,4096,27/05/10,
184.95.0.0,184.95.15.255,4096,12/05/10,
192.254.96.0,192.254.111.255,4096,20/06/13,
196.12.160.0,196.12.191.255,8192,27/08/98,
196.28.48.0,196.28.63.255,4096,29/04/96,
196.32.128.0,196.32.159.255,8192,21/07/98,
196.42.0.0,196.42.63.255,16384,29/12/98,
198.244.64.0,198.244.79.255,4096,06/02/13,
198.245.96.0,198.245.111.255,4096,13/02/13,
200.50.0.0,200.50.31.255,8192,07/04/99,
206.248.64.0,206.248.127.255,16384,03/03/05,
207.150.240.0,207.150.255.255,4096,02/03/05,
207.166.112.0,207.166.127.255,4096,10/02/05,
207.204.128.0,207.204.191.255,16384,12/05/09,
208.54.176.0,208.54.191.255,4096,07/09/07,
209.91.192.0,209.91.255.255,16384,09/07/97,

